Unnamed: 0,age,Experience,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,Designation,JobCity
3475,25,2,m,74.5,ssc,2008,73.17,ssc,2,B.Tech/B.E.,information technology,68.9,0,Uttar Pradesh,2012,615,570,695,0.942116551485008,575,0,0,0,0,0,0,1.4208,0.5454,0.6248,-1.7556,-0.0943,180000,assistant software engineer,Lucknow
3476,24,2,m,64.48,ssc,2008,52.34,ssc,2,B.Tech/B.E.,electronics & telecommunications,63.0,1,Karnataka,2012,455,365,495,0.124502074009537,0,233,0,0,0,286,0,1.1283,-0.1232,0.0914,0.2973,-0.5245,110000,embedded software engineer,Banglore 
3477,26,2,m,80.6,ssc,2008,73.2,ssc,2,B.Tech/B.E.,computer engineering,76.3,0,West Bengal,2012,625,595,575,0.450876584483451,395,433,0,0,0,0,0,-0.1855,0.9688,-0.1988,0.2679,0.5024,100000,asp.net developer,unknown
3478,23,1,f,93.0,cbse,2010,89.4,cbse,1,B.Tech/B.E.,computer science & engineering,80.6,1,Rajasthan,2014,545,585,575,0.991230625262871,575,0,592,0,0,0,0,-0.0154,1.2114,0.9322,1.5404,0.8637,300000,associate software engineer,Bangalore
3479,25,0,m,73.1,ssc,2008,74.6,ssc,2,B.Tech/B.E.,electronics and communication engineering,68.1,0,Uttar Pradesh,2014,455,480,415,0.943272157866555,0,452,0,0,0,0,0,-0.8772,-1.1196,-1.2196,-1.3753,-0.2859,180000,qa engineer,unknown
3480,24,2,m,65.56,ssc,2009,60.0,ssc,2,B.Tech/B.E.,computer engineering,61.69,0,Maharashtra,2013,440,595,515,0.765673581234011,485,0,0,0,0,0,0,-0.4173,1.1248,0.2366,-1.4653,0.1864,310000,salesforce developer,Pune
3481,25,2,f,83.5,ssc,2008,63.5,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.0,0,Orissa,2012,395,505,435,0.538386892985096,0,333,0,0,0,0,0,-1.3447,-1.3713,-1.4688,0.6498,-0.6035,250000,design engineer,Kolkata
3482,27,4,m,73.3,ssc,2005,75.6,ssc,2,B.Tech/B.E.,information technology,68.88,0,Uttar Pradesh,2010,565,565,605,0.563267823666597,425,0,0,0,0,0,0,-0.2628,-0.4353,-0.344,0.2973,-0.7615,555000,senior java developer,Pune
3483,24,1,m,86.0,ssc,2006,89.6,cbse,1,B.Tech/B.E.,computer science & engineering,79.0,0,Bihar,2014,590,555,560,0.486747008438193,655,0,376,0,0,0,0,-1.4517,0.5454,1.2396,-0.6147,0.6721,550000,software engineer,Chennai
3484,26,1,m,59.0,ssc,2006,65.0,ssc,2,B.Tech/B.E.,information technology,61.0,0,Uttar Pradesh,2013,465,520,370,0.276047228046856,345,0,0,0,0,0,0,1.5644,0.8784,0.4711,-0.995,0.0973,2000000,it technician,Noida
3485,23,1,m,80.0,ssc,2009,81.0,ssc,2,B.Tech/B.E.,information technology,67.0,0,Andhra Pradesh,2013,475,435,370,-1.0,0,0,0,0,0,0,0,0.4155,0.8784,-0.4511,-0.6147,1.4386,315000,software test engineer,Pune
3486,24,2,m,80.6,cbse,2008,76.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,81.4,0,Uttarakhand,2012,535,635,575,0.538386892985096,0,333,0,0,0,0,0,-0.2628,0.3448,-1.0697,0.884829999999999,-0.168999999999999,450000,java software engineer,Noida
3487,25,3,m,80.8,ssc,2008,82.0,ssc,2,B.Tech/B.E.,computer engineering,73.3,0,Uttar Pradesh,2012,525,495,515,0.884122511593735,535,0,0,0,0,0,0,-0.3014,0.9688,-1.2148,1.0611,0.0284,360000,programmer,unknown
3488,27,3,m,63.8,ssc,2005,77.11,ssc,2,MCA,computer application,68.0,0,Madhya Pradesh,2011,385,435,555,0.793580614548506,495,0,0,0,0,0,0,-0.1082,0.5008,0.672,-0.9953,-1.5513,480000,engineer,Bangalore
3489,23,0,m,84.0,ssc,2011,66.0,ssc,2,B.Tech/B.E.,mechanical engineering,57.0,1,Maharashtra,2015,360,300,190,0.125690182237981,0,0,0,284,0,0,0,1.2772,1.2114,2.1617,2.5546,1.247,110000,engineer,pune
3490,23,1,m,69.5,ssc,2008,68.5,ssc,2,B.Tech/B.E.,information technology,69.9,0,Madhya Pradesh,2013,475,500,235,0.413838255788123,385,0,0,0,0,0,0,0.5591,1.0449,1.2396,0.3995,1.0554,2000000,technical lead,Pune
3491,25,2,m,74.4,ssc,2008,68.8,ssc,2,B.Tech/B.E.,electronics and communication engineering,60.0,0,Tamil Nadu,2012,275,295,454,0.538386892985096,305,333,0,0,0,500,0,1.1283,0.0328,0.0552,-0.4078,-1.3934,120000,maintenance engineer,pondy
3492,24,1,m,68.0,ssc,2007,70.0,ssc,2,B.Tech/B.E.,information technology,64.0,0,Uttar Pradesh,2013,395,555,475,0.0800552813405495,525,0,253,0,0,0,0,0.2718,1.3779,0.1637,-0.7415,0.8637,95000,junior software developer,Gurgaon
3493,25,2,m,69.1,ssc,2007,62.11,ssc,2,B.Tech/B.E.,computer engineering,83.53,0,Orissa,2012,515,575,625,0.930370607202691,565,0,0,0,0,0,0,0.1623,0.3448,0.672,1.0611,0.8183,405000,project engineer,unknown
3494,22,1,m,91.0,ssc,2010,96.3,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.31,0,Andhra Pradesh,2014,475,565,705,-1.0,475,0,0,0,0,0,0,-1.0208,1.0449,-0.2974,-2.136,-0.6692,325000,system engineer,Bangalore 
3495,25,2,m,80.83,ssc,2007,86.8,ssc,2,B.Tech/B.E.,mechanical engineering,76.27,1,Tamil Nadu,2011,515,465,615,0.414337426422751,0,0,0,366,0,0,0,-0.4173,0.6568,-0.7794,-0.0552,0.3444,425000,design engineer,Chennai
3496,26,4,m,79.4,ssc,2007,86.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,74.5,1,Karnataka,2011,515,345,545,0.229481754911755,355,266,0,0,0,0,0,0.2009,-0.1232,-0.7794,-0.0552,-0.4455,530000,technology analyst,Bangalore
3497,25,1,m,72.0,ssc,2007,67.0,ssc,2,B.Tech/B.E.,electronics and electrical engineering,60.0,0,Uttar Pradesh,2011,405,405,445,-1.0,165,0,0,0,0,0,0,-0.2628,1.1248,0.672,-0.1727,0.6603,120000,design engineer,Ghaziabad
3498,23,1,f,88.3,ssc,2010,83.5,ssc,2,B.Tech/B.E.,computer engineering,69.76,0,Maharashtra,2014,535,595,515,0.968237495890543,605,0,0,0,0,0,0,-0.3027,0.3789,-0.2974,-0.3612,0.4805,200000,software development engineer,unknown
3499,23,1,m,74.28,icse,2009,78.16,icse,2,B.Tech/B.E.,computer science & engineering,67.66,0,Uttar Pradesh,2013,710,510,535,0.486747008438193,475,0,376,0,0,0,0,0.99,0.3789,0.7785,-0.3612,0.2889,260000,software developer,Noida
3500,24,1,m,78.3,ssc,2010,70.67,ssc,2,B.Tech/B.E.,computer science & engineering,63.0,0,Maharashtra,2014,630,495,415,0.842248322257836,555,0,469,0,0,0,0,0.2718,0.8784,1.7007,-0.8682,1.247,300000,software developer,Bangalore
3501,25,3,m,88.0,ssc,2007,97.2,ssc,2,B.Tech/B.E.,computer engineering,73.95,1,Telangana,2011,495,495,575,0.98374996654107,635,0,0,0,0,0,0,-0.7264,1.1248,0.3817,-1.1128,0.5024,435000,systems engineer,Hyderabad
3502,26,4,m,88.33,ssc,2006,94.5,ssc,2,B.Tech/B.E.,electronics and communication engineering,65.0,1,Tamil Nadu,2010,475,485,575,0.538386892985096,495,333,0,0,0,0,0,-0.5719,-1.3713,-0.0537,1.0024,-0.4455,300000,software engineer,Chennai
3503,24,2,m,89.4,cbse,2008,82.4,cbse,2,B.Tech/B.E.,computer engineering,72.68,0,Haryana,2012,684,605,645,0.901489571371033,545,0,0,0,0,0,0,-0.2628,0.3838,-1.2511,-0.8778,0.9763,265000,java software engineer,Mohali
3504,25,2,f,88.0,ssc,2007,96.0,ssc,2,B.Tech/B.E.,electronics & instrumentation eng,62.0,1,Telangana,2011,475,385,405,-1.0,275,0,0,0,0,0,0,-0.4173,0.6568,0.2366,-0.1727,0.6603,200000,it technician,Hyderabad
3505,26,0,f,73.0,ssc,2008,64.0,ssc,2,M.Sc. (Tech.),computer science,70.0,0,Punjab,2015,445,365,375,0.842248322257836,455,0,469,0,0,0,0,-0.0696,0.5008,0.8171,0.4442,0.0284,180000,programmer,Phagwara
3506,25,2,m,73.1,ssc,2007,68.3,ssc,2,B.Tech/B.E.,information technology,65.46,0,Uttar Pradesh,2012,500,520,620,0.765673581234011,485,0,0,0,0,0,0,0.0464,0.3448,0.672,-0.0846,0.6603,145000,software engineer,New Delhi
3507,26,1,m,51.83,ssc,2006,58.0,ssc,2,MCA,computer application,68.0,0,Uttarakhand,2013,335,450,650,0.843123726665742,515,0,0,0,0,0,0,-0.3027,-0.4536,-0.7585,0.2727,0.0973,240000,asp.net developer,unknown
3508,26,1,m,71.8,cbse,2007,81.8,ssc,2,B.Tech/B.E.,electronics and communication engineering,76.68,0,Uttar Pradesh,2011,615,500,635,0.985461394326131,0,500,0,0,0,0,0,0.8463,0.5454,-0.1437,0.2727,0.4805,175000,technical support engineer,unknown
3509,23,0,m,85.2,cbse,2010,64.0,cbse,2,B.Tech/B.E.,computer science & engineering,69.0,0,Uttar Pradesh,2014,450,435,470,0.0800552813405495,465,0,253,0,0,0,0,0.8463,1.3779,0.9322,-0.3612,0.6721,240000,ios developer,DELHI
3510,22,1,f,82.0,ssc,2010,86.0,cbse,2,B.Tech/B.E.,computer science & engineering,82.0,0,Punjab,2014,510,595,355,0.884122511593735,535,0,0,0,0,0,0,0.4155,0.5454,0.9322,-0.2344,1.247,315000,software engineer,unknown
3511,24,2,m,75.4,cbse,2009,76.6,cbse,2,B.Tech/B.E.,computer science & engineering,66.12,0,Uttar Pradesh,2013,440,545,605,0.735795709224656,475,0,0,0,0,0,0,1.2772,-0.7866,-1.0659,-1.2486,-0.0943,360000,software engineer,Noida
3512,24,3,f,87.0,ssc,2008,91.5,ssc,2,B.Tech/B.E.,computer engineering,77.8,1,Telangana,2012,615,520,500,0.968237495890543,605,0,0,0,0,0,0,0.2009,0.9688,0.7083,-0.8778,-0.1295,350000,programmer,Hyderabad
3513,23,1,m,77.2,cbse,2010,80.0,cbse,2,B.Tech/B.E.,civil engineering,75.58,0,Uttar Pradesh,2014,535,520,525,0.255778193719394,0,0,0,0,0,0,292,0.4155,-0.0873,0.1637,-1.7556,0.166999999999999,310000,assistant engineer,Mumbai
3514,22,1,m,58.6,cbse,2011,72.0,ssc,2,B.Tech/B.E.,computer science & engineering,57.34,0,Punjab,2015,615,495,380,0.486747008438193,435,0,376,0,0,0,0,-2.457,0.7119,0.3174,0.0192,0.4805,120000,programmer,Pune
3515,28,2,f,62.26,ssc,2007,78.88,ssc,2,B.Tech/B.E.,electronics & telecommunications,60.68,1,Maharashtra,2010,515,325,415,0.985461394326131,0,500,0,0,0,0,0,1.2828,-0.7473,-0.9245,0.2973,-0.9194,100000,aircraft technician,Mumbai
3516,30,1,f,65.67,ssc,2002,72.2,ssc,2,M.Tech./M.E.,computer engineering,80.0,0,Andhra Pradesh,2012,415,415,554,0.942116551485008,575,0,0,0,0,0,0,0.8192,0.2668,-0.598,0.53233,-0.4455,65000,programmer,Hyderabad
3517,22,1,f,89.0,cbse,2010,80.0,cbse,2,B.Tech/B.E.,electronics & telecommunications,77.0,0,Madhya Pradesh,2014,630,520,605,0.881620069530177,0,420,0,0,0,228,0,1.2772,0.8784,-0.1437,0.1459,1.6302,325000,assistant system engineer,Gurgaon
3518,29,2,m,69.0,cbse,2004,52.0,cbse,2,B.Tech/B.E.,electrical engineering,64.0,0,Uttar Pradesh,2011,454,475,465,0.824666400671332,0,400,0,0,0,260,0,-1.1901,1.2808,0.672,-1.7004,0.8183,180000,project engineer,Faridabad
3519,26,1,m,69.4,icse,2008,65.12,ssc,2,B.Tech/B.E.,computer engineering,65.5,1,Karnataka,2012,585,645,475,0.793580614548506,495,0,0,0,0,0,0,-0.5332,0.5008,-0.9245,-0.2609,-0.9194,220000,associate software engineer,Bangalore
3520,26,2,m,68.65,cbse,2006,60.4,cbse,2,B.Tech/B.E.,information technology,65.0,0,Uttar Pradesh,2011,515,455,385,0.165633091512476,305,0,0,0,0,0,0,-1.4992,0.0328,-0.6343,-0.7603,-1.5513,175000,project engineer,Indore
3521,25,3,m,75.83,ssc,2007,78.6,ssc,2,B.Tech/B.E.,computer engineering,64.86,0,Andhra Pradesh,2011,365,485,555,0.563267823666597,425,0,0,0,0,0,0,0.9737,0.7348,-0.1626,0.4148,-0.7615,355000,project engineer,Hyderabad
3522,25,3,m,73.0,icse,2008,70.0,icse,2,B.Tech/B.E.,computer engineering,60.0,0,Uttarakhand,2012,505,505,355,0.165633091512476,305,0,0,0,0,0,0,0.3941,1.2808,1.688,-0.08457,-0.2875,600000,general manager,Lucknow
3523,24,1,m,85.6,cbse,2009,82.0,cbse,2,B.Tech/B.E.,information technology,67.0,0,Maharashtra,2013,665,680,535,0.744758354008939,475,0,438,0,0,0,0,-0.4463,0.0459,-1.527,-0.1076,0.4805,220000,software engineer,Ahmedabad
3524,26,2,m,79.6,ssc,2007,68.4,ssc,2,B.Tech/B.E.,mechanical engineering,72.77,0,Uttarakhand,2012,475,555,525,0.607034038145014,0,0,0,409,0,0,0,-0.2628,1.2028,-0.0537,0.0623,-0.4455,140000,quality engineer,Rudrapur
3525,25,1,m,51.42,ssc,2007,55.44,ssc,2,MCA,computer application,67.0,0,Punjab,2014,345,470,400,0.486747008438193,455,0,376,0,0,0,0,1.8517,0.7119,-1.9881,-0.6147,-0.4776,120000,web application developer,New Delhi
3526,24,1,m,83.6,cbse,2010,81.0,cbse,1,B.Tech/B.E.,computer science & engineering,70.0,1,Delhi,2014,665,495,440,0.356536487724475,385,0,346,0,0,0,0,1.2772,1.3779,1.0859,-1.3753,0.0973,275000,graduate engineer trainee,Noida
3527,23,1,f,85.0,cbse,2008,69.0,cbse,2,B.Tech/B.E.,information technology,75.0,0,Orissa,2013,605,440,445,0.342314899911815,365,0,0,0,0,0,0,0.99,-0.1206,-0.1437,0.0192,-0.2859,300000,system engineer,Bangalore
3528,26,4,m,83.0,cbse,2006,77.2,cbse,1,B.Tech/B.E.,computer engineering,72.7,1,Delhi,2010,655,455,595,0.901489571371033,545,0,0,0,0,0,0,-0.5719,1.4368,-2.0856,1.0024,0.5024,500000,software engineer,New Delhi
3529,24,3,m,82.6,cbse,2008,81.8,cbse,2,B.Tech/B.E.,information technology,69.1,0,Uttar Pradesh,2012,735,465,605,0.819416529835888,505,0,0,0,0,0,0,-0.5719,0.5008,-0.1988,-0.29027,0.7788,415000,software developer,Hyderabad
3530,22,1,m,84.2,cbse,2010,91.2,cbse,1,B.Tech/B.E.,electronics and communication engineering,75.97,1,Delhi,2014,520,510,780,0.783303536670298,385,388,0,0,0,446,0,0.2718,-0.1206,-0.9122,-0.3612,-1.8189,325000,product development engineer,unknown
3531,23,1,m,80.64,ssc,2010,76.5,ssc,2,B.Tech/B.E.,mechanical engineering,65.9,0,Karnataka,2014,500,690,460,0.829584599793067,0,0,0,469,0,0,0,-0.159,-0.1206,0.3174,-0.1076,0.0973,100000,design engineer,Mysore
3532,25,3,f,91.0,ssc,2008,88.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,84.4,0,Karnataka,2012,535,425,595,0.229481754911755,0,266,0,0,0,0,0,0.51,0.5008,0.3817,-1.1128,-0.5245,375000,associate system engineer,Bangalore
3533,27,4,m,78.28,ssc,2006,53.55,ssc,2,B.Tech/B.E.,information technology,57.0,0,Karnataka,2010,545,465,425,0.413838255788123,385,0,0,0,0,0,0,1.4374,0.5008,1.1074,-0.4078,0.8183,455000,software engineer,Bangalore
3534,26,4,m,80.58,ssc,2006,80.22,ssc,1,B.Tech/B.E.,mechanical engineering,86.1,0,Punjab,2011,495,375,545,0.945134855960355,0,0,0,526,0,0,0,-0.4173,0.0328,1.3977,-2.2879,1.1343,810000,engineering manager,Chandigarh
3535,23,0,f,80.16,ssc,2010,91.4,ssc,2,B.Tech/B.E.,computer science & engineering,70.5,1,Telangana,2014,580,435,500,0.486747008438193,435,0,376,0,0,0,0,0.99,0.5454,-0.7585,0.3995,0.4805,320000,data analyst,unknown
3536,26,0,m,77.0,ssc,2008,74.0,ssc,2,B.Tech/B.E.,computer science & engineering,82.0,0,West Bengal,2013,560,425,510,0.744758354008939,435,0,438,0,0,0,0,0.2718,-0.1206,-1.3733,-0.7415,-0.0943,300000,systems engineer,Bangalore
3537,24,1,m,92.3,ssc,2009,89.7,ssc,2,B.Tech/B.E.,electronics and communication engineering,68.7,1,Telangana,2013,395,535,650,0.124502074009537,345,233,0,0,0,206,0,0.99,0.2124,0.9322,0.653,-0.6692,100000,customer care executive,Hyderabad
3538,26,3,m,77.6,ssc,2008,82.6,ssc,2,B.Tech/B.E.,mechanical engineering,77.0,0,Madhya Pradesh,2012,565,525,655,0.714529363243447,0,0,0,435,0,0,0,0.8192,0.3838,-0.0537,-0.29027,-0.4455,460000,system engineer,Mumbai
3539,29,4,m,64.8,cbse,2004,62.4,cbse,1,B.Tech/B.E.,computer engineering,72.91,1,Delhi,2010,485,485,565,0.843123726665742,515,0,0,0,0,0,0,-0.4173,0.1888,0.3817,0.1798,0.5024,475000,programmer analyst,Hyderabad
3540,22,1,f,81.6,cbse,2010,79.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,79.8,0,Uttarakhand,2014,555,570,620,0.338786347219528,375,292,0,0,0,366,0,0.1282,1.3779,0.7785,1.0333,1.0554,180000,data analyst,unknown
3541,24,1,m,65.5,ssc,2007,68.2,ssc,2,MCA,computer application,83.2,0,Madhya Pradesh,2013,440,560,635,0.864685413370085,525,0,0,0,0,0,0,0.1282,-0.4536,0.3174,1.1601,0.0973,120000,system engineer,Bhopal
3542,24,1,m,89.5,ssc,2009,91.8,ssc,2,B.Tech/B.E.,mechanical engineering,76.31,0,Andhra Pradesh,2013,630,675,545,0.59828069148683,445,0,0,407,0,0,0,0.7027,-0.1206,0.1637,0.653,-0.2859,430000,assistant manager,Mumbai
3543,25,2,m,84.0,ssc,2007,78.13,ssc,2,B.Tech/B.E.,computer engineering,60.0,0,Maharashtra,2012,525,475,505,0.600057182338341,435,0,0,0,0,0,0,0.51,0.5008,-0.4891,0.0917,-0.2875,300000,java software engineer,Bangalore
3544,26,1,f,61.2,ssc,2007,68.3,ssc,2,B.Tech/B.E.,information technology,74.2,1,Tamil Nadu,2011,405,305,185,0.245455659999829,335,0,0,0,0,0,0,0.8192,-0.4353,-0.9245,1.1199,-0.2875,200000,system administrator,Chennai
3545,26,2,m,88.2,cbse,2007,77.8,cbse,1,B.Tech/B.E.,chemical engineering,62.4,0,Punjab,2011,595,695,575,-1.0,0,0,0,0,0,0,0,-1.0355,0.9688,-0.6343,-0.4078,0.0284,400000,team leader,Chandigarh
3546,25,1,m,83.0,cbse,2008,70.0,cbse,2,B.Tech/B.E.,information technology,65.0,0,Uttar Pradesh,2012,765,645,795,0.704090412131314,465,0,0,0,0,0,0,-0.4173,0.3448,-0.6343,0.7673,0.1864,210000,programmer,New Delhi
3547,26,1,m,55.33,ssc,2006,62.4,ssc,2,B.Tech/B.E.,electronics and communication engineering,67.0,0,Uttar Pradesh,2011,415,415,425,0.229481754911755,295,266,0,0,0,0,0,-0.2628,0.0328,0.8171,0.5323,-0.2875,160000,hardware engineer,Mumbai
3548,24,1,m,67.0,ssc,2008,58.0,ssc,2,B.Tech/B.E.,information technology,68.0,0,Jharkhand,2013,380,340,500,0.276047228046856,345,0,0,0,0,0,0,-1.308,-3.7836,-2.6028,0.3995,-1.6273,90000,software engineer,Lucknow
3549,24,1,m,79.0,ssc,2009,75.69,ssc,2,B.Tech/B.E.,computer science & engineering,63.1,1,Rajasthan,2014,475,465,495,0.486747008438193,375,0,376,0,0,0,0,0.1282,0.8784,0.7785,-0.4879,1.0554,105000,.net developer,Jaipur
3550,25,3,f,85.0,ssc,2008,89.0,ssc,2,B.Tech/B.E.,computer engineering,74.0,1,Telangana,2012,545,495,485,0.600057182338341,435,0,0,0,0,0,0,1.1283,0.6178,-0.1626,-0.17277,0.6603,280000,senior test engineer,Hyderabad
3551,25,1,m,65.0,cbse,2007,62.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,67.4,0,Haryana,2011,435,385,375,0.538386892985096,0,333,0,0,0,340,0,-1.0355,0.1888,-0.7794,0.2973,0.3444,180000,electrical engineer,unknown
3552,23,2,m,91.17,ssc,2009,87.2,ssc,2,B.Tech/B.E.,information technology,68.5,1,Telangana,2013,555,605,735,0.765673581234011,485,0,0,0,0,0,0,1.1336,0.8784,0.4711,-1.3753,-0.4776,310000,software engineer,Chennai
3553,26,3,f,78.8,ssc,2007,82.2,ssc,2,B.Tech/B.E.,computer engineering,69.35,0,Madhya Pradesh,2012,525,595,554,0.670743151433127,455,0,0,0,0,0,0,-0.2628,0.5008,-0.1988,-0.99527,0.6603,405000,system engineer,Mumbai
3554,26,2,m,71.0,cbse,2007,58.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.1,0,Orissa,2011,525,465,645,0.538386892985096,385,333,0,0,0,260,0,-1.9629,0.8128,0.2366,0.6498,0.0284,410000,network engineer,Pune
3555,23,1,m,91.0,cbse,2010,91.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,86.0,0,West Bengal,2014,675,655,585,0.783303536670298,485,388,0,0,0,0,0,0.8463,0.8784,-0.1437,-0.7415,-1.0524,615000,assistant manager,Kolkata
3556,24,1,f,74.9,cbse,2009,62.9,cbse,2,B.Tech/B.E.,information technology,70.0,1,Rajasthan,2013,520,580,415,0.843123726665742,515,0,0,0,0,0,0,0.2718,-1.2861,0.1637,1.0333,-1.4356,100000,business analyst,Jaipur
3557,22,0,m,76.0,cbse,2011,66.66,cbse,2,B.Tech/B.E.,mechanical engineering,65.0,0,Punjab,2015,500,400,475,0.125690182237981,375,0,0,284,0,0,0,-2.457,-0.7866,0.01,0.2727,-2.2021,250000,educator,Delhi
3558,26,3,f,93.43,ssc,2007,55.66,ssc,2,B.Tech/B.E.,electronics and communication engineering,67.76,1,Karnataka,2011,705,595,375,0.0587928000083534,375,200,0,0,0,260,0,0.6646,0.1888,0.2366,-0.8778,-0.1295,475000,senior test engineer,Bangalore
3559,23,1,m,74.8,cbse,2010,80.1,cbse,2,B.Tech/B.E.,computer science & engineering,79.1,0,Madhya Pradesh,2014,640,470,565,0.765673581234011,485,0,0,0,0,0,0,-0.5899,0.0459,0.1637,0.0192,0.0973,330000,assistant system engineer,Hyderabad 
3560,29,1,m,67.2,ssc,2005,58.0,ssc,2,B.Tech/B.E.,computer engineering,57.04,1,Maharashtra,2009,435,525,195,0.600057182338341,435,0,0,0,0,0,0,-0.7264,-2.6193,0.0914,-0.4078,0.0284,95000,lecturer,Pune
3561,25,1,m,69.0,ssc,2009,81.4,ssc,2,B.Tech/B.E.,computer engineering,69.68,0,Madhya Pradesh,2013,425,515,565,0.622642915849938,525,0,407,0,0,0,0,-1.2287,0.3448,0.3817,0.53233,-0.6035,180000,associate software engineer,unknown
3562,25,2,m,85.4,cbse,2008,81.6,cbse,1,B.Tech/B.E.,information technology,81.8,0,Madhya Pradesh,2013,515,685,635,0.990008756723898,655,0,0,0,0,0,0,0.5591,1.2114,1.7007,1.5404,1.0554,550000,software engineer,Noida
3563,26,2,m,73.0,cbse,2006,64.0,cbse,2,B.Tech/B.E.,information technology,67.0,0,Uttar Pradesh,2012,505,465,555,0.525922584252055,415,0,0,0,0,0,0,-0.5719,-1.0593,1.1074,1.2374,-0.4455,460000,system engineer,Gurgaon
3564,23,0,m,72.0,cbse,2011,75.6,cbse,2,B.Tech/B.E.,computer science & engineering,77.1,0,Punjab,2015,595,360,430,0.953899775079926,465,0,530,0,0,0,0,0.7027,1.3779,1.3933,0.5262,1.6302,350000,research analyst,mohali
3565,23,2,m,90.81,ssc,2009,94.91,ssc,2,B.Tech/B.E.,electronics and communication engineering,83.4,0,Tamil Nadu,2013,555,520,370,0.338786347219528,445,292,0,0,0,356,0,0.1282,-0.6201,-0.4511,-0.4879,-1.8189,240000,technical support specialist,unknown
3566,24,1,m,67.0,ssc,2008,78.0,ssc,2,B.Tech/B.E.,computer science & engineering,80.0,0,Uttarakhand,2013,450,545,515,0.998876108102859,585,0,653,0,0,0,0,-1.8083,-2.4243,-2.0131,-0.0552,-2.9731,120000,software developer,Dehradun
3567,23,1,f,93.6,ssc,2010,69.8,ssc,2,B.Tech/B.E.,computer science & engineering,68.57,0,Karnataka,2014,605,485,650,0.953899775079926,365,0,530,0,0,0,0,0.5591,1.0449,0.3174,1.2869,0.6721,115000,technical support engineer,Bangalore
3568,22,1,m,82.25,ssc,2010,76.83,ssc,2,B.Tech/B.E.,electronics and electrical engineering,82.5,0,Orissa,2014,545,460,510,0.115022725743068,0,292,0,0,292,0,0,0.99,0.2124,0.3174,0.1459,-0.0943,310000,software engineer,Pune
3569,25,3,m,87.52,ssc,2008,86.5,ssc,2,B.Tech/B.E.,computer engineering,79.2,0,Karnataka,2012,635,535,585,0.942116551485008,575,0,0,0,0,0,0,-3.0448,-1.1373,-0.0537,-0.4078,-0.7615,630000,software test engineer,Bangalore
3570,23,1,m,82.6,cbse,2009,76.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,78.0,1,Tamil Nadu,2014,510,560,485,0.837620725714257,335,0,0,0,500,0,0,-1.0208,-0.7866,0.01,1.6672,-1.4356,300000,service manager,New Delhi
3571,27,2,m,66.67,ssc,2007,64.08,ssc,2,B.Tech/B.E.,other,55.0,0,Maharashtra,2010,435,375,405,-1.0,0,300,0,0,0,0,0,0.2009,-0.2793,-0.344,-0.5253,0.3444,110000,network engineer, Mumbai
3572,23,1,m,85.38,ssc,2009,83.34,ssc,2,B.Tech/B.E.,computer science & engineering,58.8,1,Maharashtra,2013,605,510,605,0.978799292641428,495,0,561,0,0,0,0,0.4155,1.0449,1.2396,-1.6289,0.4805,490000,technology analyst,unknown
3573,27,4,f,89.89,ssc,2006,75.0,ssc,2,B.Tech/B.E.,electronics and communication engineering,72.0,1,Karnataka,2010,395,365,435,0.0233121682429863,355,166,0,0,0,0,0,-1.4992,0.0328,-0.1988,1.4724,-0.6035,560000,client services associate, bangalore
3574,26,5,m,81.4,ssc,2006,72.0,ssc,2,B.Tech/B.E.,mechanical engineering,77.35,1,Tamil Nadu,2010,485,335,345,0.414337426422751,335,0,0,366,0,0,0,-1.0355,0.0328,-0.6343,-0.5253,-1.3934,325000,production engineer,Chennai
3575,23,1,m,78.0,cbse,2010,68.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.16,0,Haryana,2014,570,435,270,-1.0,285,0,0,0,0,0,0,1.5644,0.7119,-1.2196,-0.4879,1.4386,265000,research analyst,GURAGAON
3576,27,0,m,62.67,ssc,2006,65.4,ssc,2,B.Tech/B.E.,computer science & engineering,68.78,0,Uttar Pradesh,2012,325,455,575,0.413838255788123,385,0,0,0,0,0,0,0.8192,-0.2793,-0.4891,1.35483,0.8973,150000,executive assistant,unknown
3577,24,2,f,88.7,icse,2009,63.5,icse,2,B.Tech/B.E.,computer science & engineering,78.0,1,Karnataka,2013,625,545,575,0.704090412131314,465,0,0,0,0,0,0,-0.4463,0.3789,0.9322,-0.1076,-1.4356,300000,application developer,Bangalore
